Source.Name,upload_date*,licence_number,reference_number,subservice_id*,licence_category*,area_id*,area_name*,account_number*,licensee_name*,contact_name,business_telephone,email_address,location,station_type,technology,cell_id,physical_id,province_code,latitude,longitude,site_type,structure_height,structure_type,date_last_changed,record_id,tx_frequency,rx_frequency,tx_radio_model_number,rx_radio_model_number,tx_radio_manufacturer_code,rx_radio_manufacturer_code,tx_certification_no,rx_certification_no,bandwidth,class_emission,tx_power,downlink_allocation,tx_ant_type,rx_ant_type,tx_number_antennas,rx_number_antennas,tx_ant_model_no,rx_ant_model_no,tx_ant_manufacturer,rx_ant_manufacturer,tx_ant_height,rx_ant_height,tx_ant_omni_indicator,rx_ant_omni_indicator,tx_ant_horiz_beamwidth,rx_ant_horiz_beamwidth,tx_ant_vert_beamwidth,rx_ant_vert_beamwidth,tx_ant_azimuth,rx_ant_azimuth,tx_ant_elevation_angle,rx_ant_elevation_angle,tx_ant_gain,rx_ant_gain,tx_line_loss,rx_line_loss,Tier-4 id,TEL id
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ0496-187 CH DES POIRIER,FX,LTE,302220-11654-31299349,202,QC,46.971999,-70.579637,O,76,T,20/11/2018,PQ0496,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,64,64,D,D,67,67,9.5,9.5,185,185,-3,-3,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ0496-187 CH DES POIRIER,FX,LTE,302220-11654-31299350,167,QC,46.971999,-70.579637,O,76,T,20/11/2018,PQ0496,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,64,64,D,D,67,67,9.5,9.5,275,275,-5,-5,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ0562-714 Rte DE SAINT-VALLIER,FX,LTE,302220-11654-31303444,33,QC,46.902205,-70.802591,O,30,S,29/06/2017,PQ0562,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQM-608016-172718DEI-65F,TDQM-608016-172718DEI-65F,Tongyu Communication,Tongyu Communication,31.6,31.6,D,D,65.3,65.3,9,9,65,65,-6,-6,15.3,15.3,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ0562-714 Rte DE SAINT-VALLIER,FX,LTE,302220-11654-31303445,34,QC,46.902205,-70.802591,O,30,S,29/06/2017,PQ0562,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQM-608016-172718DEI-65F,TDQM-608016-172718DEI-65F,Tongyu Communication,Tongyu Communication,31.6,31.6,D,D,65.2,65.2,9.4,9.4,155,155,-3,-3,15.3,15.3,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ0562-714 Rte DE SAINT-VALLIER,FX,LTE,302220-11654-31303446,35,QC,46.902205,-70.802591,O,30,S,29/06/2017,PQ0562,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQM-608016-172718DEI-65F,TDQM-608016-172718DEI-65F,Tongyu Communication,Tongyu Communication,31.7,31.7,D,D,66.4,66.4,9.2,9.2,240,240,-7,-7,15.3,15.3,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104214-75 RANG SAINT-ANSELME,FX,LTE,302220-11654-53880340,78,QC,46.597492,-70.35069,O,76,T,09/12/2022,PQ104214,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,76,76,D,D,67,67,9.5,9.5,100,100,-2,-2,15,15,1,1,4-029,TEL-014
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104214-75 RANG SAINT-ANSELME,FX,LTE,302220-11654-53880341,80,QC,46.597492,-70.35069,O,76,T,09/12/2022,PQ104214,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,76,76,D,D,67,67,9.5,9.5,200,200,0,0,15,15,1,1,4-029,TEL-014
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104214-75 RANG SAINT-ANSELME,FX,LTE,302220-11654-53880342,82,QC,46.597492,-70.35069,O,76,T,09/12/2022,PQ104214,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,76,76,D,D,67,67,9.5,9.5,330,330,0,0,15,15,1,1,4-029,TEL-014
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104948-15 Unknown DU COLLEGE,FX,LTE,302220-11654-25977364,16,QC,46.866264,-69.899539,O,60,T,07/05/2025,PQ104948,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,60,60,D,D,67,67,9.5,9.5,45,45,-4,-4,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104948-15 Unknown DU COLLEGE,FX,LTE,302220-11654-25977365,410,QC,46.866264,-69.899539,O,60,T,07/05/2025,PQ104948,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,60,60,D,D,67,67,9.5,9.5,215,215,-2,-2,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104948-15 Unknown DU COLLEGE,FX,LTE,302220-11654-25977366,288,QC,46.866264,-69.899539,O,60,T,07/05/2025,PQ104948,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,60,60,D,D,67,67,9.5,9.5,310,310,0,0,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104950-1840 RANG DOUBLE,FX,LTE,302220-11654-25979668,216,QC,46.931458,-69.822859,O,67,T,03/04/2025,PQ104950,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,53.5,53.5,D,D,67,67,9.5,9.5,55,55,-12,-12,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104950-1840 RANG DOUBLE,FX,LTE,302220-11654-25979669,190,QC,46.931458,-69.822859,O,67,T,03/04/2025,PQ104950,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,53.5,53.5,D,D,67,67,9.5,9.5,205,205,-5,-5,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ104950-1840 RANG DOUBLE,FX,LTE,302220-11654-25979670,425,QC,46.931458,-69.822859,O,67,T,03/04/2025,PQ104950,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,53.5,53.5,D,D,67,67,9.5,9.5,310,310,-3,-3,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1419-100 CH DU QUAI,FX,LTE,302220-11654-56941844,93,QC,47.062117,-70.547919,O,46,T,14/05/2025,PQ1419,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,46.3,46.3,D,D,67,67,9.5,9.5,40,40,-7,-7,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1419-100 CH DU QUAI,FX,LTE,302220-11654-56941845,373,QC,47.062117,-70.547919,O,46,T,15/05/2025,PQ1419,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,43,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,46.3,46.3,D,D,67,67,9.5,9.5,130,130,-3,-3,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1419-100 CH DU QUAI,FX,LTE,302220-11654-56941846,440,QC,47.062117,-70.547919,O,46,T,15/05/2025,PQ1419,753.5,784.5,RF4428t-71A,RF4428t-71A,649E,649E,649E-RF4428T71A,649E-RF4428T71A,5,5M00V7WEW,46,100,NAU,NAU,4,4,T2008L6R033,T2008L6R033,Tongyu Communication,Tongyu Communication,46.3,46.3,D,D,67,67,9.5,9.5,220,220,-12,-12,15,15,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1436-16 RUE DES BOIS-FRANCS,FX,LTE,302220-11654-31343636,46,QC,47.081452,-70.346855,O,45,T,29/06/2017,PQ1436,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQM-608016-172718DEI-65F,TDQM-608016-172718DEI-65F,Tongyu Communication,Tongyu Communication,39.1,39.1,D,D,64.5,64.5,9.3,9.3,115,115,-1,-1,15.3,15.3,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1436-16 RUE DES BOIS-FRANCS,FX,LTE,302220-11654-31343637,47,QC,47.081452,-70.346855,O,45,T,29/06/2017,PQ1436,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQM-608016-172718DEI-65F,TDQM-608016-172718DEI-65F,Tongyu Communication,Tongyu Communication,39.1,39.1,D,D,65.2,65.2,9.3,9.3,235,235,-2,-2,15.3,15.3,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1436-16 RUE DES BOIS-FRANCS,FX,LTE,302220-11654-31343638,192,QC,47.081452,-70.346855,O,45,T,29/06/2017,PQ1436,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQM-608016-172718DEI-65F,TDQM-608016-172718DEI-65F,Tongyu Communication,Tongyu Communication,39.1,39.1,D,D,65.2,65.2,9.4,9.4,340,340,-3,-3,15.3,15.3,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1440-703 St CELLULAR,FX,LTE,302220-11654-31344148,319,QC,46.939436,-70.506744,O,65,T,29/06/2017,PQ1440,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQ-708017DEI-65FT4v01,TDQ-708017DEI-65FT4v01,Tongyu Communication,Tongyu Communication,26.2,26.2,D,D,67.8,67.8,8.8,8.8,78,78,0,0,16.1,16.1,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1440-703 St CELLULAR,FX,LTE,302220-11654-31344149,314,QC,46.939436,-70.506744,O,65,T,29/06/2017,PQ1440,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQ-708017DEI-65FT4v01,TDQ-708017DEI-65FT4v01,Tongyu Communication,Tongyu Communication,26.2,26.2,D,D,67.8,67.8,8.8,8.8,168,168,0,0,16.1,16.1,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1449-16 CH ARAGO E,FX,LTE,302220-11654-31345684,298,QC,47.120997,-70.153402,O,34,T,29/06/2017,PQ1449,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQ-708017DEI-65FT4v01,TDQ-708017DEI-65FT4v01,Tongyu Communication,Tongyu Communication,31.3,31.3,D,D,66.6,66.6,8.9,8.9,90,90,-1,-1,16.1,16.1,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1449-16 CH ARAGO E,FX,LTE,302220-11654-31345685,248,QC,47.120997,-70.153402,O,34,T,29/06/2017,PQ1449,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQ-708017DEI-65FT4v01,TDQ-708017DEI-65FT4v01,Tongyu Communication,Tongyu Communication,31.3,31.3,D,D,68.2,68.2,9,9,175,175,-4,-4,16.1,16.1,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1449-16 CH ARAGO E,FX,LTE,302220-11654-31345686,21,QC,47.120997,-70.153402,O,34,T,29/06/2017,PQ1449,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,49,100,NAU,NAU,4,4,TDQ-708017DEI-65FT4v01,TDQ-708017DEI-65FT4v01,Tongyu Communication,Tongyu Communication,31.3,31.3,D,D,67.2,67.2,9,9,311,311,-13,-13,16.1,16.1,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1458-195 RUE LAJEUNESSE,FX,LTE,302220-11654-31347476,14,QC,46.957092,-69.781033,O,45,T,20/11/2018,PQ1458,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,46,100,NAU,NAU,4,4,HPA-65R-BUU-H8,HPA-65R-BUU-H8,CCI,CCI,40.1,40.1,D,D,64.6,64.6,11.6,11.6,75,75,-6,-6,14.5,14.5,1,1,4-029,
TELUS sectors 4-029.csv,21/08/2025,010288369-001,TELUS 700 Lic,872,MBS,3-009,Quebec,7090900823,TELUS Communications Inc.,dlRAN GISTeam,1 800 391 1391,dlran_gisteam@telus.com,PQ1458-195 RUE LAJEUNESSE,FX,LTE,302220-11654-31347477,12,QC,46.957092,-69.781033,O,45,T,20/11/2018,PQ1458,753.5,784.5,RRU3269,RRU3269,6369A,6369A,6369A-RRU3269,6369A-RRU3269,5,5M00V7WEW,46,100,NAU,NAU,4,4,HPA-65R-BUU-H8,HPA-65R-BUU-H8,CCI,CCI,40.1,40.1,D,D,64.5,64.5,11.5,11.5,195,195,-5,-5,14.5,14.5,1,1,4-029,
